作答ID,用户ID,开始时间,结束时间,作答时长(秒),作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,随机元素,音乐A,您对音频A的感受评价是？,音乐B,您对音频B的感受评价是？,音乐C,您对音频C的感受评价是？,音乐D,您对音频D的感受评价是？,音乐E,您对音频E的感受评价是？,音乐F,您对音频F的感受评价是？,音乐G,您对音频G的感受评价是？,音乐H,您对音频H的感受评价是？,音乐Z,您对音频Z的感受评价是？,音乐I,您对音频I的感受评价是？,音乐J,您对音频J的感受评价是？,音乐K,您对音频K的感受评价是？,音乐L,您对音频L的感受评价是？,音乐M,您对音频M的感受评价是？,音乐N,您对音频N的感受评价是？,音乐O,您对音频O的感受评价是？,音乐P,您对音频P的感受评价是？,在刚才的音频片段中，你是否听到了人声演唱或说唱？如果有，请判断主要是男声还是女声。,音乐Q,您对音频Q的感受评价是？,音乐R,您对音频R的感受评价是？,音乐S,您对音频S的感受评价是？,音乐T,您对音频T的感受评价是？,音乐U,您对音频U的感受评价是？,音乐V,您对音频V的感受评价是？,音乐v,您对音频v的感受评价是？,音乐W,您对音频W的感受评价是？,音乐X,您对音频X的感受评价是？,音乐Y,您对音频Y的感受评价是？,下面是一些描述人们性格特点的句子，请根据每个句子与您的性格相符程度选择相应的数字。??例如：“在集体活动中，我是个活跃分子”非常恰当的描述您，那么请您在“6=完全同意”上画圈，依此类推。每个人的性格各不相同，所以答案没有对错之分，请根据您的实际情况作答。1=完全不符合，2=大部分不符合，3=有点不符合，4=有点符合，5=大部分符合，6=完全符合,我常感到害怕,一旦确定了目标，我会坚持努力地实现它,我觉得大部分人基本上是心怀善意的,我头脑中经常充满生动的画面,我对人多的聚会感到乏味,此题请选择1,有时我觉得自己一无是处,我常常是仔细考虑之后才做出决定,我不太关心别人是否受到不公正的待遇,我是个勇于冒险，突破常规的人,在热闹的聚会上，我常常表现主动并尽情玩耍,别人一句漫不经心的话，我常会联系在自己身上,别人认为我是个慎重的人,我时常觉得别人的痛苦与我无关,我喜欢冒险,我尽量避免参加人多的聚会和嘈杂的环境,在面对压力时，我有种快要崩溃的感觉,我喜欢一开头就把事情计划好,我是那种只照顾好自己，不替别人担忧的人,我对许多事情有着很强的好奇心,有我在的场合一般不会冷场,我常担忧一些无关紧要的事情,我工作或学习很勤奋,虽然社会上有些骗子，但我觉得大部分人还是可信的,我身上具有别人没有的冒险精神,在一个团体中，我希望处于领导地位,我常常感到内心不踏实,我是个倾尽全力做事的人,当别人向我诉说不幸时，我常感到难过,我渴望学习一些新东西，即使它们与我的日常生活无关,别人多认为我是一个热情和友好的人,我常担心有什么不好的事情要发生,在工作上，我常只求能应付过去便可,尽管人类社会存在着一些阴暗的东西（如战争、罪恶、欺诈），我仍然相信人性总的来说是善良的,我的想象力相当丰富,我喜欢参加社交与娱乐聚会,我很少感到忧郁或沮丧,做事讲究逻辑和条理是我的一个特点,我常为那些遭遇不幸的人感到难过,我很愿意也很容易接受那些新事物、新观点、新想法,我希望成为领导者而不是被领导者,请问您在音乐知识或演奏技能方面的熟悉程度如何？,您对音乐的接触频率是？,您的性别是？,您的年龄是？,您的主要职业是？,您从小到18岁主要在哪个城市/地区生活？,您目前或过去半年主要居住地是哪里？,,
bNGjzyZN63d,xMoDkr47,2025/4/4 19:58,2025/4/4 20:21,1354,1,rQrY32,音乐片段感受调研问卷_见数数据库4,221.237.81.24,104.037226,30.313643,四川省,成都市,MOBILE,Android,Chrome,377px*832px,"U2,test2,M2,C2,U3,S5,test1,I2,S2,I1,M3,C3,S3,M4,U1,C1,U4,C5,U5,C4,S1,M5,I4,I5,M1,S4,I3",1,4,2,4,1,2,1,4,1,3,1,4,1,4,1,4,1,4,1,4,1,4,2,4,1,3,1,3,1,3,1,4,1,5,没有出现人声,1,6,1,5,1,4,1,7,1,6,1,6,1,5,1,5,1,5,1,6,1,2,5,5,4,2,1,2,4,4,5,5,4,3,3,6,2,4,4,5,5,6,4,5,5,5,5,3,5,4,6,5,4,4,5,6,5,5,4,3,6,5,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，但每天不到 1 小时,女,35-44岁,普通职员(公司/企业/事业单位/党政机关),成都,成都,0,1
gnBx68OR2OJ,27aJndVL,2025/4/4 19:58,2025/4/4 20:21,1348,1,rQrY32,音乐片段感受调研问卷_见数数据库4,120.225.52.6,116.2370092,36.3268014,山东省,聊城市,MOBILE,iOS,Apple WebKit,428px*926px,"S5,U4,M4,C2,M1,M3,S1,U3,M5,M2,U1,U2,S3,I4,I3,test1,test2,I2,I1,S2,C4,S4,C3,C1,C5,I5,U5",1,4,1,5,1,5,1,5,1,4,1,5,1,6,1,4,1,4,1,4,1,4,1,5,1,4,1,3,1,3,1,6,1,6,没有出现人声,1,5,1,5,1,6,1,4,1,6,1,6,1,6,1,7,1,6,1,6,1,2,5,6,4,3,1,2,5,4,4,3,2,5,4,4,4,3,5,2,5,4,2,5,5,4,4,2,5,4,5,5,3,1,5,5,3,2,5,5,5,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,女,35-44岁,领导干部(公司/企业/事业单位/党政机关),广州,上海,0,0
bNGjzy5JvRR,kM1jGnQ7,2025/4/4 19:59,2025/4/4 20:21,1294,1,rQrY32,音乐片段感受调研问卷_见数数据库4,1.61.52.171,126.592958,47.063063,黑龙江省,绥化市,MOBILE,Android,Chrome,360px*792px,"I2,M5,S5,C3,U2,C4,S3,S4,S1,U1,U5,C2,test2,U3,I1,I3,test1,M2,C5,M3,I5,I4,S2,U4,C1,M1,M4",1,6,1,6,1,5,1,6,1,5,1,6,1,6,1,6,1,7,1,6,1,6,1,5,1,7,1,5,1,6,1,4,1,5,没有出现人声,1,3,1,4,1,5,1,4,1,6,1,7,1,6,1,7,1,7,1,3,1,3,6,6,5,4,1,2,5,1,5,5,4,6,2,6,4,4,6,2,5,5,4,5,5,5,5,3,5,6,5,5,3,2,6,5,4,4,5,5,6,5,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，但每天 1~2 小时左右,女,35-44岁,商业/服务业从业人员,上海,上海,-1,1
mnmEkDmk3ad,J7q8nv2M,2025/4/4 19:58,2025/4/4 20:21,1347,1,rQrY32,音乐片段感受调研问卷_见数数据库4,223.160.153.138,119.827697,33.99809,江苏省,苏州市,MOBILE,Android,Chrome,320px*640px,"U1,U5,test2,test1,S5,S2,S3,C1,S1,C5,C4,I2,C2,U3,I4,M5,S4,I1,M3,I5,U2,U4,M2,M1,M4,C3,I3",1,4,1,4,1,4,1,4,1,5,1,5,1,5,1,6,1,5,1,5,1,4,1,4,1,4,1,4,1,6,1,4,2,6,没有出现人声,1,6,1,5,1,6,1,5,1,5,1,5,1,6,1,5,1,5,1,6,1,1,5,5,5,2,1,1,4,3,4,4,2,4,3,4,3,2,4,3,4,4,2,5,5,4,4,2,5,4,5,5,1,2,6,5,5,4,4,4,5,4,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我每周里有3~5天会听音乐，每次时长不限,男,35-44岁,领导干部(公司/企业/事业单位/党政机关),南京,南京,1,-1
mnmEk2YXwAx,2MdJB4AL,2025/4/4 19:58,2025/4/4 20:20,1317,1,rQrY32,音乐片段感受调研问卷_见数数据库4,1.203.65.41,116.5233964,39.9202741,北京市,市辖区,MOBILE,iOS,WeChat,430px*932px,"S2,S4,C4,S5,S3,M3,S1,I1,test2,I4,C1,I5,M2,C5,I3,U3,I2,C3,M1,U4,test1,C2,U5,M4,U2,M5,U1",1,5,1,4,1,4,1,5,1,4,1,6,1,5,1,5,1,5,1,5,1,6,1,5,1,5,1,4,1,4,1,3,1,5,没有出现人声,1,3,1,4,1,3,1,4,1,4,1,6,1,5,1,5,1,6,1,6,1,3,5,3,5,4,1,1,6,2,5,3,2,5,4,4,4,3,6,4,4,2,2,5,3,4,3,3,5,3,5,3,3,3,3,4,3,4,6,4,4,3,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，且每天超过 2 小时,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),北京,北京,0,1
Q4x6Nxk1kAd,J7qoXw5e,2025/4/4 20:06,2025/4/4 20:20,829,1,rQrY32,音乐片段感受调研问卷_见数数据库4,110.241.24.187,114.456065,38.079838,河北省,石家庄市,MOBILE,Android,Chrome,360px*804px,"U4,test1,C3,S1,M4,C1,S3,I3,S4,I2,M2,C5,C2,U1,M3,I5,S5,I4,test2,M5,C4,I1,U5,M1,S2,U3,U2",1,4,1,3,1,4,1,3,2,2,1,5,1,4,1,4,1,4,1,4,1,2,1,2,2,3,1,2,1,2,1,4,1,1,没有出现人声,1,1,19,3,1,1,29,1,1,3,1,3,1,4,1,3,1,3,1,3,1,3,5,5,4,3,1,1,5,2,4,5,2,5,3,4,4,2,6,2,4,4,2,5,4,4,4,2,5,4,4,4,2,2,5,4,4,4,5,5,4,4,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，且每天超过 2 小时,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),天津,天津,0,-1
WPokDoZgbvX,xMoNnJ6e,2025/4/4 20:00,2025/4/4 20:20,1175,1,rQrY32,音乐片段感受调研问卷_见数数据库4,112.97.210.195,113.9334909,22.9204203,广东省,东莞市,MOBILE,iOS,Apple WebKit,375px*812px,"M5,U3,C1,M2,C4,C3,M4,test1,M3,U5,I4,S5,M1,I3,U1,I1,S2,U4,S4,C5,S3,S1,test2,U2,C2,I5,I2",1,4,1,5,1,3,1,6,3,2,1,5,1,6,1,6,1,6,1,6,1,6,1,6,1,3,1,5,1,3,1,3,2,7,没有出现人声,1,6,1,7,1,7,1,7,1,6,1,7,1,7,1,5,1,7,1,6,1,1,5,5,6,2,1,2,4,2,5,5,5,4,1,5,2,1,6,1,5,5,1,6,5,6,5,2,6,4,6,5,1,1,5,5,5,6,5,5,6,4,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,领导干部(公司/企业/事业单位/党政机关),佛山,广州,0,0
WPokDWY6WQP,z7Am4bA7,2025/4/4 19:59,2025/4/4 20:19,1230,1,rQrY32,音乐片段感受调研问卷_见数数据库4,120.230.190.115,113.033299,22.452616,广东省,江门市,MOBILE,Android,Chrome,424px*880px,"M5,U5,M1,I2,S2,S5,U4,test2,I5,C5,I3,M3,C3,C4,I1,S1,M4,S4,test1,U1,S3,C1,U2,M2,C2,I4,U3",1,6,1,6,1,7,1,6,1,4,1,7,1,5,1,7,1,7,1,6,1,6,1,4,1,6,1,6,1,6,1,5,1,3,没有出现人声,1,3,1,2,1,3,1,3,1,5,1,5,1,4,1,4,1,4,1,5,1,2,5,6,3,5,1,2,6,2,3,3,4,5,2,2,6,2,5,2,3,3,4,5,5,3,5,2,5,5,5,4,4,2,5,5,3,5,5,5,3,5,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，但每天 1~2 小时左右,男,35-44岁,工厂技术人员/工厂主管,江门市,江门市,0,1
bNGjavZzYxy,ve8JZ6g7,2025/4/4 20:00,2025/4/4 20:19,1127,1,rQrY32,音乐片段感受调研问卷_见数数据库4,36.134.67.251,129.774648,43.302954,吉林省,长春市,MOBILE,Android,Chrome,393px*851px,"U5,S1,C1,S2,I4,U3,test1,M5,M3,I2,C2,U4,U2,S4,test2,I3,C3,M2,M1,C5,I1,M4,U1,S5,S3,C4,I5",1,6,1,7,1,6,1,6,1,5,1,6,1,6,1,6,1,6,1,6,1,5,1,6,2,6,1,5,1,7,1,7,2,6,没有出现人声,1,2,1,3,1,2,1,3,1,6,1,6,1,6,1,5,1,5,1,5,1,2,6,5,6,2,1,2,5,2,6,6,2,5,1,5,1,2,5,1,6,5,1,6,6,6,2,1,6,5,6,6,2,2,5,6,5,5,5,5,5,3,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),松原市,白城市,0,0
bNGjav2bZQ6,QL00jANL,2025/4/4 19:57,2025/4/4 20:19,1295,1,rQrY32,音乐片段感受调研问卷_见数数据库4,112.96.225.236,114.1797989,22.8434442,广东省,广州市,MOBILE,iOS,Apple WebKit,414px*896px,"C5,M1,M5,test2,test1,M3,U5,M2,I5,S4,I3,U1,I4,C3,U3,S3,I1,M4,C4,U4,S1,C2,I2,U2,S2,C1,S5",1,6,1,5,1,3,1,2,1,5,1,7,1,3,1,5,1,5,2,3,1,5,1,3,1,1,1,3,1,6,1,1,1,5,没有出现人声,1,2,1,3,1,2,1,2,1,5,1,2,1,3,1,2,1,5,1,2,1,2,6,5,4,2,1,2,5,2,2,4,4,4,2,2,2,4,6,2,2,2,2,5,4,2,5,5,5,5,4,5,2,5,5,4,4,2,5,5,5,6,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,男,35-44岁,普通职员(公司/企业/事业单位/党政机关),河南省正阳县,广东省东莞市,0,-1
vNzEq5nodqV,qM6n4BMx,2025/4/4 19:59,2025/4/4 20:19,1208,1,rQrY32,音乐片段感受调研问卷_见数数据库4,223.97.135.23,120.328711,37.657658,山东省,烟台市,MOBILE,Android,Chrome,393px*873px,"C5,U2,S3,M2,C3,M1,M3,C2,I1,M5,test2,U1,U3,I4,I5,U4,test1,I3,U5,C4,S2,M4,C1,I2,S5,S1,S4",1,5,1,5,1,6,1,6,1,5,1,7,1,7,1,7,1,7,1,6,1,5,1,5,1,5,1,6,1,6,1,6,1,6,没有出现人声,1,6,1,6,1,6,1,5,1,5,1,5,1,5,1,5,1,5,1,6,1,1,6,6,5,2,1,1,6,2,4,5,2,5,1,4,2,2,6,2,6,5,2,6,5,4,5,1,6,5,5,5,2,2,5,5,5,6,5,5,6,5,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，但每天 1~2 小时左右,女,45-54岁,普通职员(公司/企业/事业单位/党政机关),烟台市,烟台的,0,0
gnBxVNXNvmy,xebEBaRL,2025/4/4 19:58,2025/4/4 20:19,1280,1,rQrY32,音乐片段感受调研问卷_见数数据库4,211.138.72.187,101.798442,36.611676,青海省,西宁市,MOBILE,iOS,Apple WebKit,414px*736px,"S3,I3,C5,S4,I1,U5,S5,U3,S2,C3,C1,test2,U2,M4,M1,C4,U1,M5,test1,U4,I4,I2,C2,S1,M3,I5,M2",1,5,1,3,1,4,1,4,1,4,1,4,1,3,1,3,1,3,1,3,1,4,1,5,1,6,1,3,1,5,1,5,1,2,没有出现人声,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,5,3,3,4,1,5,4,3,3,1,3,4,4,3,6,6,5,3,2,2,5,3,3,3,4,5,2,4,5,4,5,4,1,6,2,2,4,4,3,4,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我每周里1~2天会听音乐,男,25-34岁,自由职业(作家/自媒体/主播/代练玩家等),河南洛阳,青海西宁,0,-1
NRnx8wa942r,27aKV0pe,2025/4/4 19:58,2025/4/4 20:19,1221,1,rQrY32,音乐片段感受调研问卷_见数数据库4,223.104.228.37,117.683554,39.054054,天津市,市辖区,MOBILE,Android,Chrome,360px*780px,"M5,I3,S4,C3,test2,I2,M2,U3,U1,U4,S5,C5,U5,I4,U2,M4,S3,S2,C2,M1,C1,C4,I1,test1,S1,I5,M3",1,5,1,5,1,5,1,5,1,5,1,4,1,5,1,3,1,4,1,4,1,4,1,5,1,6,1,5,1,5,1,5,1,3,没有出现人声,1,2,1,3,1,2,1,3,1,3,1,3,1,2,1,4,1,3,1,3,1,1,4,5,4,4,1,2,5,3,4,4,3,3,2,5,4,3,4,2,5,4,3,4,4,4,2,2,3,3,5,5,2,3,5,4,4,4,4,3,5,2,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我每周里有3~5天会听音乐，每次时长不限,女,18-25岁,初高中学生/大学生/研究生/博士,天津市,天津市,-1,1
Q4x60yPz18G,5LmVggxe,2025/4/4 19:58,2025/4/4 20:19,1244,1,rQrY32,音乐片段感受调研问卷_见数数据库4,60.27.204.195,117.802797,39.333333,天津市,市辖区,MOBILE,Android,Chrome,360px*800px,"M3,test2,I1,U1,C3,U2,test1,M5,C5,M4,S2,S1,C2,S3,U4,M2,C1,I4,S5,I2,I3,S4,I5,U5,M1,C4,U3",1,6,1,2,1,5,1,5,1,5,1,5,1,4,1,7,1,7,1,7,1,5,1,5,1,3,1,5,1,5,1,3,1,6,没有出现人声,1,3,1,4,1,3,1,3,1,5,1,3,1,4,1,4,1,6,1,4,1,4,6,5,5,5,1,5,5,2,2,5,4,6,2,2,5,3,5,2,5,4,4,5,5,2,5,5,5,5,5,5,5,2,5,5,3,3,5,5,5,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,男,35-44岁,普通职员(公司/企业/事业单位/党政机关),天津宁河,天津宁河,0,-1
bNGjaX05qKJ,QL0dKvyL,2025/4/4 19:58,2025/4/4 20:19,1218,1,rQrY32,音乐片段感受调研问卷_见数数据库4,119.131.182.249,113.379849,22.987385,广东省,广州市,MOBILE,Android,Chrome,360px*800px,"C3,I4,M1,M4,U5,U4,U2,S2,S5,test1,M2,S3,M3,U1,I1,S4,I3,U3,C1,I5,I2,S1,test2,C2,C5,M5,C4",1,5,1,2,1,6,1,6,1,1,1,6,1,5,1,4,1,5,1,4,1,5,1,1,1,5,1,5,1,6,1,4,1,6,没有出现人声,1,2,1,4,1,4,1,5,1,4,1,2,1,3,1,5,1,4,1,3,1,3,6,5,5,2,1,1,4,3,5,4,4,6,3,5,5,3,4,2,5,5,3,5,6,4,5,4,6,4,5,4,5,3,6,5,4,4,5,6,5,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,女,35-44岁,普通职员(公司/企业/事业单位/党政机关),汕尾,广州,-1,-1
Q4x60kz12xW,veEPjy1L,2025/4/4 19:58,2025/4/4 20:18,1222,1,rQrY32,音乐片段感受调研问卷_见数数据库4,1.191.48.99,126.277809,46.251948,黑龙江省,绥化市,MOBILE,Android,Chrome,360px*720px,"C3,M1,C2,S1,I5,C5,test2,U3,S5,M2,M5,test1,S4,I2,C1,C4,S2,U5,U2,S3,U1,M4,U4,M3,I3,I4,I1",1,5,1,3,1,2,1,3,1,3,1,5,1,6,1,5,1,5,1,2,1,2,1,2,1,3,1,1,1,2,1,1,1,7,没有出现人声,1,6,1,7,1,6,1,3,1,5,1,7,1,6,1,7,1,6,1,5,1,1,5,4,5,2,1,1,6,2,5,5,1,6,2,4,2,1,6,1,6,5,2,6,4,5,6,1,5,5,5,5,2,3,4,5,5,5,6,5,5,6,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,男,35-44岁,领导干部(公司/企业/事业单位/党政机关),哈尔滨,哈尔滨,0,1
Q4x60kVa8Gv,WLGno3p7,2025/4/4 19:59,2025/4/4 20:18,1141,1,rQrY32,音乐片段感受调研问卷_见数数据库4,223.104.76.108,113.428957,22.357533,广东省,中山市,MOBILE,Android,Chrome,360px*800px,"U1,I5,I4,test1,M3,C1,U4,U3,M4,U2,M5,C5,C2,S2,C3,S1,M1,C4,U5,S4,M2,test2,S3,I2,S5,I1,I3",1,2,1,3,1,2,1,3,1,4,1,5,1,7,1,3,1,2,1,5,1,5,1,3,1,3,1,3,1,4,1,2,2,6,没有出现人声,1,5,1,5,1,3,1,5,1,6,1,6,1,5,1,5,1,7,1,6,1,2,5,5,5,3,1,1,6,2,5,5,2,6,1,5,2,2,5,2,6,5,1,5,5,5,5,2,6,5,6,6,1,2,6,6,5,5,6,6,6,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我每周里有3~5天会听音乐，每次时长不限,男,18-25岁,普通职员(公司/企业/事业单位/党政机关),中山,上海,1,1
mnmE1pxvwAx,o7jzywd7,2025/4/4 19:58,2025/4/4 20:18,1202,1,rQrY32,音乐片段感受调研问卷_见数数据库4,113.75.110.5,114.821613,24.238307,广东省,河源市,MOBILE,Android,Chrome,384px*792px,"C3,S2,M2,C4,U1,U3,I4,U5,S5,C1,I2,C5,M4,C2,test1,I3,I5,M3,M5,S1,test2,U4,S4,I1,S3,U2,M1",1,6,1,5,1,5,1,7,1,5,1,7,1,5,1,6,1,6,1,7,1,6,1,6,1,4,1,5,1,6,1,4,1,6,没有出现人声,1,5,1,6,1,5,1,7,1,7,1,6,1,6,1,6,1,6,1,5,1,4,5,4,4,5,1,4,6,3,4,4,5,5,3,4,6,4,5,5,4,3,5,5,4,4,3,5,5,5,4,2,6,2,3,5,2,3,4,3,4,3,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,男,55-64岁,个体经营/私营企业/创业公司老板,广东河源,广东河源,0,0
nN6EYAJWPp2,BMDNxwqL,2025/4/4 19:59,2025/4/4 20:18,1115,1,rQrY32,音乐片段感受调研问卷_见数数据库4,171.220.110.167,106.06705,30.812797,四川省,南充市,MOBILE,Android,Chrome,370px*816px,"I5,M4,M2,C3,S1,U5,U2,U4,C1,C5,S5,S2,U3,M3,I4,S3,S4,I3,U1,test1,I1,test2,C4,I2,M5,C2,M1",1,6,1,7,1,5,1,6,1,6,1,7,1,7,1,6,1,6,1,6,1,6,1,7,1,7,1,6,1,6,1,7,1,5,没有出现人声,1,5,1,3,1,3,1,5,1,5,1,6,1,5,1,6,1,6,1,5,1,2,6,5,5,2,1,1,6,2,5,5,4,3,2,5,1,2,5,2,6,5,2,6,5,5,5,2,5,6,6,5,1,1,6,6,6,5,6,6,5,5,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，但每天 1~2 小时左右,男,25-34岁,普通职员(公司/企业/事业单位/党政机关),南充市,南充市,0,1
oB9EXNdmQW0,27a4RVVM,2025/4/4 19:58,2025/4/4 20:18,1182,1,rQrY32,音乐片段感受调研问卷_见数数据库4,112.113.50.247,103.784264,25.486486,云南省,曲靖市,MOBILE,Android,Chrome,367px*814px,"S4,S5,U5,U4,S1,I2,M5,S3,I4,test2,C5,I1,M2,S2,M4,I3,C2,C1,C4,I5,U1,M1,C3,M3,U3,U2,test1",1,4,1,3,1,2,1,5,1,4,1,4,1,3,1,4,1,4,1,4,1,3,1,2,1,2,1,4,1,4,1,5,2,3,没有出现人声,1,2,1,2,1,3,1,2,1,5,1,3,1,4,1,3,1,3,1,3,1,3,5,4,5,4,1,5,6,4,4,4,5,6,4,3,5,4,6,2,4,3,5,5,4,2,3,5,6,3,4,5,5,2,4,4,3,2,6,3,5,4,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,男,25-34岁,普通职员(公司/企业/事业单位/党政机关),昆明,昆明,0,-1
vNzEqVAw8bn,0eymz2Ee,2025/4/4 19:58,2025/4/4 20:18,1205,1,rQrY32,音乐片段感受调研问卷_见数数据库4,223.104.195.195,117.755475,35.814797,山东省,泰安市,MOBILE,Android,Chrome,360px*780px,"C4,I4,U2,U4,M1,test1,C2,U3,M4,U1,I5,M5,U5,I2,M3,M2,S5,test2,I1,C1,I3,S2,C5,S4,S1,S3,C3",1,7,1,7,1,6,1,7,1,6,1,6,1,6,1,7,1,7,2,6,1,6,1,7,1,6,1,7,1,7,1,7,1,4,没有出现人声,1,1,1,2,1,3,1,2,1,5,1,5,1,6,1,5,1,4,1,3,1,2,6,6,6,4,1,2,5,1,4,4,4,5,1,3,5,2,5,2,5,4,2,6,6,3,4,2,6,6,6,6,2,1,6,5,5,3,6,6,5,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,男,35-44岁,领导干部(公司/企业/事业单位/党政机关),山东省青岛市,青岛市,0,-1
bNGja0EE19N,JekVlxjL,2025/4/4 19:59,2025/4/4 20:18,1155,1,rQrY32,音乐片段感受调研问卷_见数数据库4,119.143.199.77,112.846612,22.524823,广东省,佛山市,MOBILE,Android,Chrome,360px*800px,"M2,C3,I4,M5,I5,test1,I2,S2,M3,U1,I1,U2,S1,S4,C5,M4,I3,S5,U5,U4,S3,M1,C2,C1,C4,test2,U3",1,5,1,5,1,6,1,6,1,6,1,7,1,7,1,6,1,5,1,7,1,6,1,5,1,6,1,5,1,5,1,4,1,7,没有出现人声,1,6,1,6,1,7,1,6,1,7,1,7,1,7,1,7,1,6,1,6,1,2,6,6,5,1,1,2,5,2,6,5,1,5,4,5,1,2,6,2,6,6,1,5,5,5,5,1,5,3,5,5,2,3,6,5,6,5,5,2,6,5,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，但每天 1~2 小时左右,男,25-34岁,普通职员(公司/企业/事业单位/党政机关),江门新会区,江门新会区,1,0
WPokRjkYm4G,VMJ1pyOe,2025/4/4 19:57,2025/4/4 20:18,1231,1,rQrY32,音乐片段感受调研问卷_见数数据库4,223.246.184.175,116.227096,32.900901,安徽省,合肥市,MOBILE,Android,Chrome,412px*915px,"S3,S5,I3,I2,M4,U2,C3,C5,I1,M3,S2,M5,C2,test1,M2,U1,U3,test2,U5,M1,I5,I4,U4,C1,S1,C4,S4",1,7,1,5,1,4,1,4,1,4,1,7,1,5,1,5,1,6,1,6,1,6,1,7,1,3,1,3,1,4,1,2,1,5,没有出现人声,1,3,1,4,1,5,1,6,1,6,1,5,1,5,1,6,1,5,1,6,1,2,6,5,6,1,1,1,6,2,2,5,2,4,1,2,2,1,6,1,4,3,3,6,5,4,4,2,5,5,5,4,2,2,5,4,4,3,6,4,5,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),吉林省长春市,上海,-1,0
WPokRj3B9qb,AM9jjmW7,2025/4/4 19:58,2025/4/4 20:18,1211,1,rQrY32,音乐片段感受调研问卷_见数数据库4,49.90.21.169,120.590146,31.233489,江苏省,苏州市,MOBILE,Android,Chrome,363px*797px,"test2,U1,U3,U4,test1,C4,M5,C1,U5,M3,M1,M4,S5,S4,S1,I1,I3,U2,C3,C2,S2,M2,S3,I2,I4,C5,I5",1,5,1,4,1,6,1,3,1,5,1,5,1,7,1,6,1,7,1,5,1,5,1,5,1,5,1,6,1,3,1,2,1,5,没有出现人声,1,5,1,6,1,5,1,5,1,6,1,5,1,5,1,3,1,5,1,4,1,2,6,6,6,2,1,1,5,2,4,4,3,5,3,4,2,2,5,2,5,5,1,6,5,4,5,2,6,4,6,6,3,2,5,5,5,5,5,5,5,4,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,女,55-64岁,普通职员(公司/企业/事业单位/党政机关),苏州吴中区,苏州吴中区,-1,0
