作答ID,用户ID,开始时间,结束时间,作答时长(秒),作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,随机元素,音乐A,您对音频A的感受评价是？,音乐B,您对音频B的感受评价是？,音乐C,您对音频C的感受评价是？,音乐D,您对音频D的感受评价是？,音乐E,您对音频E的感受评价是？,音乐F,您对音频F的感受评价是？,音乐G,您对音频G的感受评价是？,音乐H,您对音频H的感受评价是？,音乐I,您对音频I的感受评价是？,音乐J,您对音频J的感受评价是？,音乐Z,您对音频Z的感受评价是？,音乐K,您对音频K的感受评价是？,音乐L,您对音频L的感受评价是？,音乐M,您对音频M的感受评价是？,音乐N,您对音频N的感受评价是？,音乐O,您对音频O的感受评价是？,音乐P,您对音频P的感受评价是？,在刚才的音频片段中，你是否听到了人声演唱或说唱？如果有，请判断主要是男声还是女声。,音乐Q,您对音频Q的感受评价是？,音乐R,您对音频R的感受评价是？,音乐S,您对音频S的感受评价是？,音乐T,您对音频T的感受评价是？,音乐U,您对音频U的感受评价是？,音乐V,您对音频V的感受评价是？,音乐v,您对音频v的感受评价是？,音乐W,您对音频W的感受评价是？,音乐X,您对音频X的感受评价是？,音乐Y,您对音频Y的感受评价是？,下面是一些描述人们性格特点的句子，请根据每个句子与您的性格相符程度选择相应的数字。??例如：“在集体活动中，我是个活跃分子”非常恰当的描述您，那么请您在“6=完全同意”上画圈，依此类推。每个人的性格各不相同，所以答案没有对错之分，请根据您的实际情况作答。1=完全不符合，2=大部分不符合，3=有点不符合，4=有点符合，5=大部分符合，6=完全符合,我常感到害怕,一旦确定了目标，我会坚持努力地实现它,我觉得大部分人基本上是心怀善意的,我头脑中经常充满生动的画面,我对人多的聚会感到乏味,此题请选择1,有时我觉得自己一无是处,我常常是仔细考虑之后才做出决定,我不太关心别人是否受到不公正的待遇,我是个勇于冒险，突破常规的人,在热闹的聚会上，我常常表现主动并尽情玩耍,别人一句漫不经心的话，我常会联系在自己身上,别人认为我是个慎重的人,我时常觉得别人的痛苦与我无关,我喜欢冒险,我尽量避免参加人多的聚会和嘈杂的环境,在面对压力时，我有种快要崩溃的感觉,我喜欢一开头就把事情计划好,我是那种只照顾好自己，不替别人担忧的人,我对许多事情有着很强的好奇心,有我在的场合一般不会冷场,我常担忧一些无关紧要的事情,我工作或学习很勤奋,虽然社会上有些骗子，但我觉得大部分人还是可信的,我身上具有别人没有的冒险精神,在一个团体中，我希望处于领导地位,我常常感到内心不踏实,我是个倾尽全力做事的人,当别人向我诉说不幸时，我常感到难过,我渴望学习一些新东西，即使它们与我的日常生活无关,别人多认为我是一个热情和友好的人,我常担心有什么不好的事情要发生,在工作上，我常只求能应付过去便可,尽管人类社会存在着一些阴暗的东西（如战争、罪恶、欺诈），我仍然相信人性总的来说是善良的,我的想象力相当丰富,我喜欢参加社交与娱乐聚会,我很少感到忧郁或沮丧,做事讲究逻辑和条理是我的一个特点,我常为那些遭遇不幸的人感到难过,我很愿意也很容易接受那些新事物、新观点、新想法,我希望成为领导者而不是被领导者,请问您在音乐知识或演奏技能方面的熟悉程度如何？,您对音乐的接触频率是？,您的性别是？,您的年龄是？,您的主要职业是？,您从小到18岁主要在哪个城市/地区生活？,您目前或过去半年主要居住地是哪里？,,
vNnZGNvGkEV,xebwp5NM,2025/3/11 17:40,2025/3/11 18:01,1227,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,171.223.31.100,104.0363604,30.6883075,四川省,成都市,MOBILE,iOS,Apple WebKit,375px*667px,"test1,U3,M2,S1,U5,M4,I4,C1,M5,C5,I5,S5,C2,S3,M1,U4,S2,S4,U1,I2,C4,M3,test2,I3,I1,U2,C3",1,5,1,3,1,7,1,5,1,6,1,5,1,5,1,5,2,6,1,5,1,5,1,3,1,6,1,5,1,5,1,3,1,6,出现了男声,1,3,3,3,1,3,1,7,1,6,1,5,1,6,1,7,1,3,1,6,1,2,6,5,4,2,1,1,4,2,5,5,3,4,3,4,3,1,5,3,5,5,3,5,5,5,6,2,5,5,5,6,2,1,4,5,6,4,5,4,5,6,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我每周里有3~5天会听音乐，每次时长不限,男,25-34岁,普通职员(公司/企业/事业单位/党政机关),成都市,成都市,-1,0
nN0xvN8QJxa,z7lEPQ5L,2025/3/11 17:40,2025/3/11 18:01,1227,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,139.207.55.251,104.859988,28.749097,四川省,成都市,MOBILE,Android,Chrome,360px*800px,"S1,S4,C3,I1,test1,M5,I5,M2,M3,I2,C5,U5,I4,U4,C1,test2,S2,U1,U3,C4,C2,M1,S5,M4,I3,S3,U2",1,4,1,5,1,4,1,3,1,5,1,4,1,4,1,6,3,4,1,5,1,5,1,6,1,4,1,4,1,5,1,4,1,4,出现了男声,1,2,1,2,1,1,1,3,1,4,1,4,1,3,1,3,1,3,1,5,1,2,6,5,5,3,1,4,5,3,4,5,5,5,3,4,3,3,5,2,5,6,4,6,5,4,5,4,5,5,5,5,4,2,5,6,5,4,5,5,6,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，且每天超过 2 小时,男,25-34岁,领导干部(公司/企业/事业单位/党政机关),四川成都,江西省赣州市,1,0
oBOZvBKA9oR,pLzPBvkM,2025/3/11 17:41,2025/3/11 18:01,1193,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,111.29.138.164,110.328573,20.033418,海南省,省直辖县级行政区划,MOBILE,Android,Chrome,393px*873px,"test1,I5,U5,M1,I2,U2,C4,S2,S4,S3,U3,I1,C5,U1,U4,S5,test2,M3,M2,C2,C3,I4,S1,M4,I3,M5,C1",1,6,1,3,1,2,1,3,1,5,1,3,1,6,2,3,1,7,1,6,1,5,1,5,1,6,1,5,1,5,1,2,1,5,出现了男声,1,3,1,3,1,3,1,3,1,5,1,5,1,6,1,3,1,3,1,6,1,2,5,5,5,2,1,1,4,2,5,6,1,3,2,4,2,2,4,2,5,5,2,5,4,4,5,2,5,5,5,5,2,1,4,5,5,4,4,5,5,5,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，但每天不到 1 小时,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),海口市,海口市,-1,1
vNnZGPD2VBA,5LmvK84e,2025/3/11 17:39,2025/3/11 18:00,1260,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,113.77.81.101,113.7019601,22.8177647,广东省,东莞市,MOBILE,iOS,Apple WebKit,414px*896px,"I4,S5,S3,C2,S4,S1,U5,S2,C4,C5,M1,U4,test1,M4,U3,I3,I5,I2,C1,M5,M3,I1,C3,U1,M2,test2,U2",1,3,1,1,1,6,1,1,1,1,1,3,1,1,1,5,1,5,1,6,1,5,1,2,1,3,1,3,1,5,1,2,1,7,出现了男声,1,3,1,2,1,6,1,5,1,2,1,6,1,5,1,6,1,1,1,5,1,1,5,6,6,2,1,1,5,1,6,6,1,5,1,5,2,1,5,1,5,5,1,5,6,6,5,1,5,6,5,6,1,1,5,5,5,6,6,5,5,6,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，且每天超过 2 小时,男,25-34岁,个体经营/私营企业/创业公司老板,河南省漯河市,广东省东莞市,1,1
bNkrA2RvgVN,J7B8JwZe,2025/3/11 17:40,2025/3/11 18:00,1205,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,223.104.194.107,120.2153512,35.9615549,山东省,青岛市,MOBILE,iOS,Apple WebKit,393px*852px,"I2,U5,C4,S1,C1,M3,I4,S3,M2,U1,I5,U4,C2,C3,M5,S2,U2,U3,M1,S4,C5,test1,M4,I3,test2,S5,I1",1,4,1,6,1,5,1,3,1,4,1,4,1,6,1,5,1,5,1,5,1,4,1,4,1,3,1,5,1,4,1,3,1,6,出现了男声,1,6,1,7,1,6,1,7,1,6,1,6,1,6,1,7,1,4,1,6,1,1,6,5,5,1,1,1,4,3,5,5,1,4,1,5,1,2,4,1,6,6,1,5,5,5,4,1,5,5,5,6,1,2,5,6,6,5,4,4,6,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,女,18-25岁,初高中学生/大学生/研究生/博士,青岛市,杭州市,0,1
nN0xvxAz55d,Bep30E3L,2025/3/11 17:40,2025/3/11 18:00,1164,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,36.148.66.131,113.132783,27.828862,湖南省,株洲市,MOBILE,iOS,Apple WebKit,414px*896px,"U2,S2,I4,U4,S3,I3,C4,M4,I5,U5,I1,S5,U3,C5,C1,test2,M3,S1,M2,C3,M5,S4,I2,M1,U1,C2,test1",1,4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,4,1,5,1,3,1,5,1,5,1,5,1,5,1,3,出现了男声,1,2,1,2,1,2,1,4,1,4,1,5,1,4,1,5,1,3,1,5,1,5,3,3,3,6,1,4,5,1,4,1,5,5,1,3,5,6,5,1,4,1,5,4,3,4,3,5,4,6,4,4,6,2,3,4,2,1,4,6,5,2,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),株洲,株洲,1,-1
mnOovoz5rzx,WLGd8Xxe,2025/3/11 17:40,2025/3/11 18:00,1178,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,144.12.248.234,117.010764,36.629088,山东省,济南市,MOBILE,Android,Chrome,360px*800px,"U1,C1,S1,C2,M3,I2,M1,S4,I5,test1,M5,I1,I4,U3,S2,S3,test2,C4,M4,U2,M2,C3,I3,S5,U5,U4,C5",1,5,1,4,1,4,1,6,1,4,1,5,1,6,1,7,1,4,1,5,1,4,1,6,1,6,1,7,1,6,1,5,1,3,出现了男声,1,2,1,1,1,1,1,1,1,3,1,5,1,6,1,5,1,2,1,3,1,2,5,4,6,2,1,1,6,3,4,5,3,4,3,4,2,1,6,2,5,4,1,6,4,4,6,2,6,4,5,6,2,1,4,6,5,5,6,4,6,6,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，但每天不到 1 小时,女,45-54岁,领导干部(公司/企业/事业单位/党政机关),洛阳市,济南市,-1,1
bNkrArjEXkk,pLzWQpOe,2025/3/11 17:40,2025/3/11 18:00,1174,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,223.91.199.227,113.703621,35.531532,河南省,新乡市,MOBILE,Android,Chrome,360px*780px,"C2,U5,S2,test2,C3,U4,M5,C5,U3,S5,I2,S3,M1,U2,I1,M4,U1,C4,test1,M2,S4,M3,I4,C1,S1,I5,I3",1,3,1,2,1,2,1,1,1,3,1,3,1,6,1,5,1,5,1,5,1,5,1,2,1,5,1,3,1,4,1,4,1,6,出现了男声,1,2,1,5,1,3,1,5,1,5,1,6,1,7,1,6,1,5,1,6,1,2,5,5,5,2,1,2,6,2,5,5,3,5,3,5,1,3,5,1,5,5,2,5,5,4,5,2,5,5,5,6,2,1,4,5,5,5,5,5,5,5,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,领导干部(公司/企业/事业单位/党政机关),广州市,广州市,-1,0
mnOov0p9Zod,27a4RVVM,2025/3/11 17:39,2025/3/11 17:59,1198,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,112.113.51.5,103.814204,25.486486,云南省,曲靖市,MOBILE,Android,Chrome,367px*814px,"test1,I1,S4,S2,U3,C2,C3,U4,U2,M5,I3,I5,M2,I4,I2,S3,U5,C1,S5,M1,M4,C5,U1,S1,C4,test2,M3",1,4,1,4,1,5,1,3,1,5,1,4,1,6,1,4,1,5,1,4,1,5,1,3,1,3,1,4,1,4,1,2,1,4,出现了男声,1,2,1,3,1,3,1,3,1,2,1,6,1,6,1,3,1,3,1,5,1,1,5,3,4,3,1,2,6,3,3,3,3,6,4,4,3,3,6,2,5,4,4,4,3,3,4,2,5,4,5,5,4,2,3,5,3,3,6,3,5,4,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,男,25-34岁,普通职员(公司/企业/事业单位/党政机关),昆明,昆明,0,-1
oBOZv9J21dO,0eyQ9BGe,2025/3/11 17:40,2025/3/11 17:59,1170,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,39.163.214.226,113.7966483,34.0335851,河南省,许昌市,MOBILE,iOS,Apple WebKit,393px*852px,"C5,C3,U2,U1,S4,S2,M3,I5,S3,U5,I3,C2,M4,S1,I2,I1,test2,C1,I4,test1,C4,U4,U3,M1,M5,S5,M2",1,7,1,4,1,4,1,4,1,5,1,5,1,7,1,3,1,6,1,6,1,5,1,3,1,6,1,6,1,5,1,3,1,4,出现了男声,1,1,1,2,1,3,1,2,1,2,1,5,1,5,1,4,1,2,1,5,1,1,6,5,5,2,1,2,5,2,4,4,3,6,3,4,2,2,5,2,4,5,3,6,5,5,4,2,5,5,5,6,3,1,5,2,5,5,5,5,6,6,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我每周里有3~5天会听音乐，每次时长不限,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),深圳市,深圳市,0,1
vNnZG9ld9vX,J7qBQyL0,2025/3/11 17:40,2025/3/11 17:59,1168,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,218.12.17.142,114.496576,38.036036,河北省,石家庄市,MOBILE,Android,Chrome,362px*795px,"S3,M1,U4,I2,S2,U1,C3,test1,U2,S4,C4,I3,I5,M5,C5,S1,M4,I1,C2,M2,U5,C1,U3,test2,M3,S5,I4",1,5,1,4,1,4,1,3,1,4,1,4,1,4,1,5,1,6,1,5,1,6,1,4,1,4,1,5,1,5,1,5,1,5,出现了男声,1,4,1,5,1,5,1,4,1,5,1,4,1,5,1,4,1,6,1,5,1,1,4,5,4,3,1,1,5,3,3,2,1,4,2,2,5,2,5,2,4,4,2,5,5,3,6,2,4,3,3,4,2,5,5,4,3,2,5,4,5,6,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，但每天不到 1 小时,男,25-34岁,领导干部(公司/企业/事业单位/党政机关),邯郸,石家庄,-1,-1
lxWdZW9Q9yx,o7jBG4d7,2025/3/11 17:40,2025/3/11 17:59,1146,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,180.98.88.122,120.599049,31.252252,江苏省,苏州市,MOBILE,Android,Chrome,360px*800px,"M4,M1,I2,test1,M3,C1,S1,I3,S2,C3,U2,U1,I5,test2,U4,U5,S4,M2,I1,S5,C4,M5,C5,S3,U3,C2,I4",1,7,1,6,1,5,1,4,1,3,1,6,1,4,1,4,1,5,1,6,1,5,1,3,1,6,1,4,1,5,1,6,1,3,出现了男声,1,5,1,2,1,3,1,3,1,4,1,5,1,5,1,5,1,1,1,4,1,1,6,5,6,3,1,1,5,1,4,2,2,5,1,5,6,2,6,1,6,2,2,6,6,4,4,2,5,5,4,5,3,2,6,5,4,2,5,4,5,4,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,领导干部(公司/企业/事业单位/党政机关),福建,苏州,0,1
lxWdZWbGGQp,p7YR1DaL,2025/3/11 17:40,2025/3/11 17:59,1131,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,111.16.147.251,116.325632,37.472557,山东省,德州市,MOBILE,Android,Chrome,375px*814px,"M3,U5,M2,C5,C4,M5,test2,I1,U4,C3,I5,I4,S1,I3,U3,C1,S3,S2,M4,C2,U2,S5,test1,U1,M1,I2,S4",1,3,1,4,1,6,1,5,1,2,1,6,1,5,1,3,1,7,1,6,1,7,1,2,1,3,1,4,1,3,1,4,1,1,出现了男声,1,2,1,3,1,4,1,6,1,6,1,6,1,7,1,5,1,3,1,5,1,1,6,4,5,5,1,5,6,1,4,2,2,6,2,5,2,2,6,2,6,6,4,5,5,1,1,2,6,6,5,6,2,5,1,6,5,4,5,6,6,5,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，但每天不到 1 小时,男,18-25岁,初高中学生/大学生/研究生/博士,菏泽,德州,-1,-1
NRJkBvJKd8B,nePQOloM,2025/3/11 17:40,2025/3/11 17:58,1085,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,175.167.155.51,120.425052,41.582204,辽宁省,沈阳市,MOBILE,Android,Chrome,360px*780px,"M5,M2,test2,C3,I2,I1,S4,M3,I5,test1,I4,U3,C5,S1,C2,I3,U4,U1,M4,U2,M1,S3,C1,S5,S2,C4,U5",1,5,1,6,1,7,1,5,1,5,1,7,1,7,1,5,1,7,2,5,1,5,1,3,1,6,1,6,1,5,1,2,1,5,出现了男声,1,2,1,3,1,3,1,3,1,5,1,6,1,6,1,5,1,2,1,5,1,3,5,5,4,2,1,1,4,2,5,5,3,4,1,4,2,2,5,2,5,4,2,5,5,5,4,3,6,4,5,5,3,2,5,4,5,4,5,4,6,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,女,35-44岁,领导干部(公司/企业/事业单位/党政机关),沈阳市,沈阳市,0,0
NRJkBjVJyxq,9LQQAvAL,2025/3/11 17:39,2025/3/11 17:58,1120,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,117.152.76.123,114.359183,30.473053,湖北省,武汉市,MOBILE,Android,Chrome,407px*904px,"M4,S1,C1,C5,S2,I2,I3,S5,M5,S3,S4,C4,I1,M3,U1,U4,M1,C2,C3,U2,I4,M2,U5,test2,U3,I5,test1",1,6,1,3,1,5,1,2,1,5,1,5,1,5,1,7,1,2,1,6,1,7,1,3,1,4,1,5,1,4,1,6,1,5,出现了男声,1,1,1,3,1,1,1,4,1,3,1,2,1,3,1,6,1,2,1,4,1,4,5,4,5,3,1,3,5,1,3,4,4,5,1,3,4,5,5,1,5,5,5,3,4,3,4,4,5,5,4,6,4,3,4,3,4,3,6,6,4,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我每周里有3~5天会听音乐，每次时长不限,女,18-25岁,普通职员(公司/企业/事业单位/党政机关),武汉,武汉,-1,-1
nN0xdq41p6a,kMr60ZpM,2025/3/11 17:40,2025/3/11 17:58,1101,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,223.90.129.146,114.313168,34.810811,河南省,开封市,MOBILE,Android,Chrome,412px*915px,"M5,M1,I5,U5,S4,I2,S2,I4,C4,I3,test2,C5,S1,U3,S5,C2,U4,test1,C3,M3,U1,M4,U2,M2,S3,C1,I1",1,5,1,5,1,5,1,4,1,6,1,5,1,5,1,5,1,6,1,5,1,6,1,5,1,4,1,5,1,4,1,5,1,4,出现了男声,1,1,1,1,1,1,1,2,1,3,1,3,1,4,1,6,1,4,1,3,1,2,4,5,4,6,1,1,5,2,6,2,2,4,2,5,6,3,4,4,5,4,4,4,5,4,2,2,5,5,5,4,3,2,5,5,1,3,5,6,6,2,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，但每天 1~2 小时左右,女,18-25岁,初高中学生/大学生/研究生/博士,郑州,开封,-1,-1
mnOo4wZGonx,xMoDbB47,2025/3/11 17:40,2025/3/11 17:58,1047,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,223.104.105.161,113.895664,35.315315,河南省,新乡市,MOBILE,Android,Chrome,412px*915px,"M2,C1,C4,U2,S1,M4,M5,U3,U5,U1,test2,M3,C2,S5,U4,S4,test1,I5,I2,S2,C5,S3,I4,C3,I3,I1,M1",1,3,1,3,1,4,1,3,1,6,1,4,1,6,1,5,1,5,1,5,1,6,1,6,1,4,1,3,1,5,1,6,1,4,出现了男声,1,2,1,3,1,3,1,3,1,5,1,5,1,4,1,6,1,3,1,5,1,5,5,4,4,3,1,3,5,3,3,2,5,5,4,3,4,5,5,3,4,3,4,5,4,3,4,4,5,4,3,3,4,3,4,4,3,3,5,5,4,4,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，但每天不到 1 小时,女,18-25岁,初高中学生/大学生/研究生/博士,濮阳,新乡,1,-1
vNnZxkkz3nn,pLzr8E3L,2025/3/11 17:40,2025/3/11 17:58,1066,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,171.106.100.87,110.123712,22.626921,广西壮族自治区,玉林市,MOBILE,Android,Chrome,361px*801px,"C1,U5,S4,S3,U1,M5,M3,U3,test2,I5,M2,S5,I1,U2,I4,S2,C2,I2,C4,M1,test1,I3,C5,C3,S1,U4,M4",2,5,1,2,1,5,1,4,1,4,1,6,1,7,9,3,1,6,1,4,1,4,7,4,1,6,1,3,1,4,1,5,1,6,出现了男声,1,2,1,2,1,1,12,2,1,5,1,4,2,4,1,6,1,5,1,6,1,4,5,5,3,5,1,4,5,3,3,1,3,5,1,3,4,6,2,2,5,2,4,5,5,3,4,6,6,6,4,5,5,2,5,4,3,3,5,6,4,5,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，且每天超过 2 小时,女,35-44岁,工厂基层员工/制造业/建筑业工人,广西玉林,广西玉林,0,0
XOj6BrbB0mr,ve8GBO4L,2025/3/11 17:40,2025/3/11 17:57,1056,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,221.3.114.33,120.373732,36.182929,山东省,青岛市,MOBILE,Android,Chrome,393px*851px,"test1,M1,M2,S5,S1,S3,I5,C4,I2,S4,S2,test2,U5,C2,C1,C5,U2,U4,M4,U3,I4,U1,C3,M3,M5,I3,I1",1,5,1,4,1,4,1,7,1,5,1,6,1,6,1,5,1,7,1,5,1,5,1,5,1,7,1,5,1,7,1,6,1,6,出现了男声,1,2,1,4,1,3,1,6,1,6,1,6,1,6,1,7,1,6,1,6,1,1,6,6,6,2,1,1,6,1,5,5,1,5,2,4,2,1,6,2,4,6,1,6,5,4,5,1,6,5,6,6,1,1,6,6,5,6,6,5,6,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,男,25-34岁,领导干部(公司/企业/事业单位/党政机关),青岛市,青岛市,0,0
Q4v2BgzNvEb,5LmAQazL,2025/3/11 17:40,2025/3/11 17:57,1029,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,223.104.205.66,108.740631,34.328777,陕西省,渭南市,MOBILE,Android,Chrome,393px*851px,"C1,I3,S4,test2,S2,test1,C5,M1,M2,M3,M5,U5,C3,M4,S3,S5,C2,I2,C4,U3,U4,I4,U2,I5,S1,I1,U1",1,5,1,4,1,5,1,5,1,5,1,5,1,6,1,5,1,5,1,6,1,5,1,4,1,4,1,5,1,5,1,5,1,5,出现了男声,1,4,1,4,1,5,1,5,1,4,1,6,1,5,1,7,1,4,1,6,1,3,5,6,4,2,1,2,5,3,5,5,3,4,3,5,2,3,5,1,5,5,2,5,4,5,4,2,5,5,5,5,3,3,4,6,4,4,5,5,5,5,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，但每天 1~2 小时左右,女,35-44岁,领导干部(公司/企业/事业单位/党政机关),广州,上海,1,1
nN0xdwxRg8W,4ennVYRe,2025/3/11 17:39,2025/3/11 17:57,1080,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,27.187.165.16,115.410716,38.999952,河北省,保定市,MOBILE,Android,Chrome,360px*780px,"I3,S2,I4,S3,S5,U3,test2,S4,M4,U5,C2,I2,M5,C3,U4,C5,U1,S1,C4,U2,M3,I5,I1,test1,M2,M1,C1",1,5,1,6,1,5,1,5,1,6,1,4,1,5,1,5,1,6,1,6,1,7,1,5,1,6,1,7,1,5,1,5,1,5,出现了男声,1,3,1,6,1,5,1,5,1,5,1,6,1,6,1,5,1,5,1,6,1,5,4,2,5,4,1,5,4,2,4,5,6,3,1,6,5,6,3,4,5,4,6,5,2,6,6,5,5,5,6,5,5,5,5,6,4,5,6,6,5,6,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我每周里有3~5天会听音乐，每次时长不限,男,35-44岁,个体经营/私营企业/创业公司老板,河北,河北,0,-1
lxWd2vzrrxR,xMovzW6e,2025/3/11 17:41,2025/3/11 17:57,977,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,182.102.83.233,117.125171,28.971616,江西省,南昌市,MOBILE,Android,Chrome,360px*800px,"S4,M3,M2,C2,M5,I1,I4,U5,C4,M4,C5,S1,C1,M1,I2,I3,U2,S2,test1,I5,U1,S3,U3,S5,test2,U4,C3",1,5,1,3,1,5,1,5,1,4,1,4,1,5,1,5,1,6,1,6,1,5,1,5,1,7,1,5,1,5,1,5,1,6,出现了男声,1,3,1,4,1,4,1,3,1,4,1,6,1,6,1,4,1,4,1,6,1,2,6,5,6,2,1,1,5,3,6,5,4,4,2,5,3,2,5,2,5,4,2,5,6,5,5,1,6,6,5,6,3,1,5,5,5,5,5,5,6,6,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,男,25-34岁,工厂基层员工/制造业/建筑业工人,江西省九江市,江西省九江市,0,1
XOj6BwNkJYo,pLzqDz17,2025/3/11 17:40,2025/3/11 17:56,983,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,119.123.128.150,113.9989634,22.6532914,广东省,深圳市,MOBILE,iOS,Apple WebKit,390px*844px,"C5,U1,M5,C2,S4,C4,S3,U2,I2,I1,M1,M3,test1,S5,test2,M4,U5,U3,I4,M2,C3,I3,S2,C1,I5,S1,U4",1,5,1,4,1,4,1,3,1,5,1,5,1,5,1,5,1,4,1,6,1,6,1,5,1,4,1,5,1,6,1,5,1,3,出现了男声,1,3,1,3,1,3,1,4,1,3,1,4,1,5,1,6,1,3,1,5,1,4,6,4,5,3,1,2,4,2,4,4,4,4,3,5,3,3,4,3,5,3,3,5,4,4,4,2,5,5,5,5,3,2,4,6,4,3,5,5,5,6,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),深圳,深圳,-1,0
bNkrYnBp6By,veEPBo6L,2025/3/11 17:39,2025/3/11 17:56,1009,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,1.49.169.197,106.634355,26.378378,贵州省,贵阳市,MOBILE,Android,Chrome,360px*796px,"U4,test1,C1,I2,S1,I3,C2,M3,U2,S3,C5,S4,U1,C4,I5,M4,C3,S5,I1,M1,U5,S2,test2,M5,M2,U3,I4",10,6,1,4,1,2,1,1,1,7,1,4,1,5,1,5,1,5,1,5,1,5,1,3,1,5,1,4,1,6,1,5,1,4,出现了男声,1,2,1,1,21,2,1,1,1,1,15,4,26,5,23,5,1,3,1,6,1,4,5,5,4,6,1,6,5,4,3,2,4,5,4,3,5,4,5,3,4,3,5,5,6,3,3,5,5,4,5,4,4,4,6,3,3,3,5,5,4,3,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，但每天不到 1 小时,女,35-44岁,工厂基层员工/制造业/建筑业工人,贵阳,广东,-1,0
